# OpenTelemetry Metrics report: .csv, 4 fields: 
# <metric name>, <period start, nanoseconds>, <period end, nanoseconds>, <metric value>
# See CsvMetricsExporter for details.
# 
# NAME, PERIOD_START_NANOS, PERIOD_END_NANOS, VALUE
FlushQueue.waitingTime90PNs,1767720228685000000,1767720288731000000,0
FlushQueue.executionTimeMaxNs,1767720228685000000,1767720288731000000,0
NonBlockingReadAction.finalizedExecutionTimeUs,1767720228685000000,1767720288731000000,322554
AWTEventQueue.dispatchTimeMaxNs,1767720228685000000,1767720288731000000,0
FlushQueue.queueSizeAvg,1767720228685000000,1767720288731000000,0.0
FlushQueue.executionTimeAvgNs,1767720228685000000,1767720288731000000,0.0
FlushQueue.waitingTimeMaxNs,1767720228685000000,1767720288731000000,0
WriteAction.executionsCount,1767720228685000000,1767720288731000000,14
NonBlockingReadAction.failedExecutionsCount,1767720228685000000,1767720288731000000,2
NonBlockingReadAction.finalizedExecutionsCount,1767720228685000000,1767720288731000000,83
NonBlockingReadAction.failedExecutionTimeUs,1767720228685000000,1767720288731000000,251713
FlushQueue.queueSize90P,1767720228685000000,1767720288731000000,0
FlushQueue.tasksExecuted,1767720228685000000,1767720288731000000,0
AWTEventQueue.dispatchTime90PNs,1767720228685000000,1767720288731000000,0
FlushQueue.queueSizeMax,1767720228685000000,1767720288731000000,0
FlushQueue.waitingTimeAvgNs,1767720228685000000,1767720288731000000,0.0
AWTEventQueue.dispatchTimeTotalNS,1767720228685000000,1767720288731000000,11305050837
AWTEventQueue.dispatchTimeAvgNs,1767720228685000000,1767720288731000000,0.0
ReadAction.executionsCount,1767720228685000000,1767720288731000000,140104
AWTEventQueue.eventsDispatched,1767720228685000000,1767720288731000000,0
FlushQueue.executionTime90PNs,1767720228685000000,1767720288731000000,0
Indexes.stubs.lookupDuration90PMs,1767720228685000000,1767720288731000000,0.0
Indexes.stubs.lookups,1767720228685000000,1767720288731000000,0.0
Indexes.entries.lookupDuration90PMs,1767720228685000000,1767720288731000000,0.0
Indexes.entries.lookupDurationMaxMs,1767720228685000000,1767720288731000000,0.0
Indexes.allKeys.lookups,1767720228685000000,1767720288731000000,0.0
IndexesFlusher.totalContentionQuotaSpent,1767720228685000000,1767720288731000000,1
Indexes.stubs.lookupDurationMaxMs,1767720228685000000,1767720288731000000,0.0
Indexes.allKeys.lookupDurationMaxMs,1767720228685000000,1767720288731000000,0.0
Indexes.allKeys.lookupDurationAvgMs,1767720228685000000,1767720288731000000,0.0
Indexes.stubs.lookupDurationAvgMs,1767720228685000000,1767720288731000000,0.0
IndexesFlusher.totalFlushesRetried,1767720228685000000,1767720288731000000,0
IndexesFlusher.totalFlushes,1767720228685000000,1767720288731000000,53
