# OpenTelemetry Metrics report: .csv, 4 fields: 
# <metric name>, <period start, nanoseconds>, <period end, nanoseconds>, <metric value>
# See CsvMetricsExporter for details.
# 
# NAME, PERIOD_START_NANOS, PERIOD_END_NANOS, VALUE
FilePageCacheLockFree.totalPageAllocationsWaited,1767750660154000000,1767750720197000000,0
DirectByteBufferAllocator.totalSizeOfBuffersAllocatedInBytes,1767750660154000000,1767750720197000000,292691968
FilePageCacheLockFree.housekeeperTurnsSkipped,1767750660154000000,1767750720197000000,46594
FilePageCacheLockFree.totalBytesRequested,1767750660154000000,1767750720197000000,1966080
FilePageCacheLockFree.heapBytesInUse,1767750660154000000,1767750720197000000,0
DirectByteBufferAllocator.misses,1767750660154000000,1767750720197000000,296
FilePageCache.capacityInBytes,1767750660154000000,1767750720197000000,503316478
FilePageCacheLockFree.totalPagesRequestsMs,1767750660154000000,1767750720197000000,11
FilePageCache.pageLoadsAboveSizeThreshold,1767750660154000000,1767750720197000000,0
StorageLockContext.competingThreads.avg,1767750660154000000,1767750720197000000,0.0
DirectByteBufferAllocator.reclaimed,1767750660154000000,1767750720197000000,3
StorageLockContext.competingThreads.90P,1767750660154000000,1767750720197000000,0
MappedFileStorage.totalBytesMapped,1767750660154000000,1767750720197000000,123731968
FilePageCache.maxRegisteredFiles,1767750660154000000,1767750720197000000,599
FilePageCacheLockFree.totalBytesWritten,1767750660154000000,1767750720197000000,62583
FilePageCache.totalPageDisposalsUs,1767750660154000000,1767750720197000000,4989
DirectByteBufferAllocator.hits,1767750660154000000,1767750720197000000,3
MappedFileStorage.storages,1767750660154000000,1767750720197000000,12
FileChannelInterruptsRetryer.totalRetriedAttempts,1767750660154000000,1767750720197000000,0
FilePageCacheLockFree.totalPagesReclaimed,1767750660154000000,1767750720197000000,0
MappedFileStorage.totalPagesMapped,1767750660154000000,1767750720197000000,12
FilePageCache.pageHits,1767750660154000000,1767750720197000000,13
StreamlinedBlobStorage.totalLiveRecordsPayloadBytes,1767750660154000000,1767750720197000000,1200815
FilePageCacheLockFree.totalHeapBytesReclaimed,1767750660154000000,1767750720197000000,0
FilePageCacheLockFree.totalPagesRequested,1767750660154000000,1767750720197000000,240
FilePageCacheLockFree.housekeeperTurnsDone,1767750660154000000,1767750720197000000,120
StreamlinedBlobStorage.totalLiveRecordsCapacityBytes,1767750660154000000,1767750720197000000,5836655
StreamlinedBlobStorage.recordsDeleted,1767750660154000000,1767750720197000000,188
StorageLockContext.competingThreads.max,1767750660154000000,1767750720197000000,0
