# OpenTelemetry Metrics report: .csv, 4 fields: 
# <metric name>, <period start, nanoseconds>, <period end, nanoseconds>, <metric value>
# See CsvMetricsExporter for details.
# 
# NAME, PERIOD_START_NANOS, PERIOD_END_NANOS, VALUE
Indexes.stubs.lookupDurationMaxMs,1767719720425000000,1767719780484000000,0.0
Indexes.entries.lookupDurationAvgMs,1767719720425000000,1767719780484000000,0.0
Indexes.allKeys.lookups,1767719720425000000,1767719780484000000,0.0
Indexes.allKeys.lookupDurationAvgMs,1767719720425000000,1767719780484000000,0.0
IndexesFlusher.totalContentionQuotaSpent,1767719720425000000,1767719780484000000,36
Indexes.allKeys.lookupDurationMaxMs,1767719720425000000,1767719780484000000,0.0
Indexes.entries.lookupDurationMaxMs,1767719720425000000,1767719780484000000,0.0
Indexes.entries.lookupDuration90PMs,1767719720425000000,1767719780484000000,0.0
Indexes.stubs.lookups,1767719720425000000,1767719780484000000,0.0
IndexesFlusher.totalFlushes,1767719720425000000,1767719780484000000,59
Indexes.entries.lookups,1767719720425000000,1767719780484000000,0.0
IndexesFlusher.totalFlushesRetried,1767719720425000000,1767719780484000000,2
Indexes.stubs.lookupDuration90PMs,1767719720425000000,1767719780484000000,0.0
Indexes.allKeys.lookupDuration90PMs,1767719720425000000,1767719780484000000,0.0
IndexesFlusher.totalFlushingTimeUs,1767719720425000000,1767719780484000000,551336
Indexes.stubs.lookupDurationAvgMs,1767719720425000000,1767719780484000000,0.0
FileNameCache.totalMisses,1767719720425000000,1767719780484000000,83993
FileNameCache.queries,1767719720425000000,1767719780484000000,1006642
NonBlockingReadAction.finalizedExecutionTimeUs,1767719720425000000,1767719780484000000,1220918
FlushQueue.executionTimeMaxNs,1767719720425000000,1767719780484000000,0
FlushQueue.waitingTime90PNs,1767719720425000000,1767719780484000000,0
FlushQueue.waitingTimeAvgNs,1767719720425000000,1767719780484000000,0.0
ReadAction.executionsCount,1767719720425000000,1767719780484000000,146188
AWTEventQueue.eventsDispatched,1767719720425000000,1767719780484000000,0
AWTEventQueue.dispatchTimeAvgNs,1767719720425000000,1767719780484000000,0.0
FlushQueue.queueSizeMax,1767719720425000000,1767719780484000000,0
NonBlockingReadAction.finalizedExecutionsCount,1767719720425000000,1767719780484000000,109
AWTEventQueue.dispatchTime90PNs,1767719720425000000,1767719780484000000,0
NonBlockingReadAction.failedExecutionTimeUs,1767719720425000000,1767719780484000000,378432
FlushQueue.queueSize90P,1767719720425000000,1767719780484000000,0
FlushQueue.waitingTimeMaxNs,1767719720425000000,1767719780484000000,0
WriteAction.executionsCount,1767719720425000000,1767719780484000000,14
FlushQueue.executionTimeAvgNs,1767719720425000000,1767719780484000000,0.0
FlushQueue.queueSizeAvg,1767719720425000000,1767719780484000000,0.0
FlushQueue.tasksExecuted,1767719720425000000,1767719780484000000,0
AWTEventQueue.dispatchTimeMaxNs,1767719720425000000,1767719780484000000,0
AWTEventQueue.dispatchTimeTotalNS,1767719720425000000,1767719780484000000,7111204336
FlushQueue.executionTime90PNs,1767719720425000000,1767719780484000000,0
NonBlockingReadAction.failedExecutionsCount,1767719720425000000,1767719780484000000,3
workspaceModel.updates.count,1767719720425000000,1767719780484000000,5
workspaceModel.initializing.ms,1767719720425000000,1767719780484000000,11
workspaceModel.loading.total.ms,1767719720425000000,1767719780484000000,585
workspaceModel.to.snapshot.ms,1767719720425000000,1767719780484000000,0
workspaceModel.init.bridges.ms,1767719720425000000,1767719780484000000,10
workspaceModel.updates.ms,1767719720425000000,1767719780484000000,77
workspaceModel.check.recursive.update.ms,1767719720425000000,1767719780484000000,0
workspaceModel.updates.precise.ms,1767719720425000000,1767719780484000000,38
workspaceModel.collect.changes.ms,1767719720425000000,1767719780484000000,0
workspaceModel.replace.project.model.ms,1767719720425000000,1767719780484000000,0
workspaceModel.loading.from.cache.ms,1767719720425000000,1767719780484000000,554
workspaceModel.update.unloaded.entities.ms,1767719720425000000,1767719780484000000,0
workspaceModel.pre.handlers.ms,1767719720425000000,1767719780484000000,0
workspaceModel.moduleManagerBridge.newModule.ms,1767719720425000000,1767719780484000000,0
jps.load.project.to.empty.storage.ms,1767719720425000000,1767719780484000000,88
workspaceModel.mutableEntityStorage.referrers.ms,1767719720425000000,1767719780484000000,0
jps.global.handle.before.change.events.ms,1767719720425000000,1767719780484000000,0
workspaceModel.global.apply.state.to.project.builder.ms,1767719720425000000,1767719780484000000,0
workspaceModel.mutableEntityStorage.put.entity.ms,1767719720425000000,1767719780484000000,14
jps.project.serializers.load.ms,1767719720425000000,1767719780484000000,56
workspaceModel.mutableEntityStorage.remove.entity.ms,1767719720425000000,1767719780484000000,0
jps.artifact.entities.serializer.save.entities.ms,1767719720425000000,1767719780484000000,0
workspaceModel.mutableEntityStorage.resolve.ms,1767719720425000000,1767719780484000000,0
workspaceModel.orphan.listener.update.ms,1767719720425000000,1767719780484000000,2
jps.module.iml.entities.serializer.load.entities.ms,1767719720425000000,1767719780484000000,21
jps.project.serializers.save.ms,1767719720425000000,1767719780484000000,0
workspaceModel.mutableEntityStorage.add.entity.ms,1767719720425000000,1767719780484000000,28
jps.reload.project.entities.ms,1767719720425000000,1767719780484000000,0
jps.global.get.library.ms,1767719720425000000,1767719780484000000,0
workspaceModel.moduleManagerBridge.new.nonPersistent.module.ms,1767719720425000000,1767719780484000000,0
workspaceModel.mutableEntityStorage.add.diff.ms,1767719720425000000,1767719780484000000,18
workspaceModel.save.cache.to.file.ms,1767719720425000000,1767719780484000000,62
jps.global.get.library.by.name.ms,1767719720425000000,1767719780484000000,0
workspaceModel.global.updates.count,1767719720425000000,1767719780484000000,0
workspaceModel.mutableEntityStorage.mutable.vfurl.index.ms,1767719720425000000,1767719780484000000,0
workspaceModel.mutableEntityStorage.replace.by.source.ms,1767719720425000000,1767719780484000000,25
workspaceModel.mutableEntityStorage.entities.ms,1767719720425000000,1767719780484000000,0
jps.global.handle.changed.events.ms,1767719720425000000,1767719780484000000,0
workspaceModel.moduleManagerBridge.set.unloadedModules.ms,1767719720425000000,1767719780484000000,0
jps.module.iml.entities.serializer.save.entities.ms,1767719720425000000,1767719780484000000,0
workspaceModel.mutableEntityStorage.collect.changes.ms,1767719720425000000,1767719780484000000,0
workspaceModel.moduleManagerBridge.create.module.instance.ms,1767719720425000000,1767719780484000000,0
workspaceModel.mutableEntityStorage.entities.by.source.ms,1767719720425000000,1767719780484000000,3
jps.global.initialize.library.bridges.ms,1767719720425000000,1767719780484000000,10
workspaceModel.moduleBridge.facet.initialization.ms,1767719720425000000,1767719780484000000,0
