# OpenTelemetry Metrics report: .csv, 4 fields: 
# <metric name>, <period start, nanoseconds>, <period end, nanoseconds>, <metric value>
# See CsvMetricsExporter for details.
# 
# NAME, PERIOD_START_NANOS, PERIOD_END_NANOS, VALUE
ReadAction.executionsCount,1767719115479000000,1767719175490000000,131534
FlushQueue.waitingTime90PNs,1767719115479000000,1767719175490000000,459276287
FlushQueue.queueSize90P,1767719115479000000,1767719175490000000,117
FlushQueue.waitingTimeMaxNs,1767719115479000000,1767719175490000000,1073741823
AWTEventQueue.dispatchTimeTotalNS,1767719115479000000,1767719175490000000,5941288891
AWTEventQueue.eventsDispatched,1767719115479000000,1767719175490000000,2630
FlushQueue.queueSizeAvg,1767719115479000000,1767719175490000000,30.991119005328596
FlushQueue.queueSizeMax,1767719115479000000,1767719175490000000,207
AWTEventQueue.dispatchTimeMaxNs,1767719115479000000,1767719175490000000,270532607
FlushQueue.waitingTimeAvgNs,1767719115479000000,1767719175490000000,1.0679494564831261E8
WriteAction.executionsCount,1767719115479000000,1767719175490000000,14
NonBlockingReadAction.finalizedExecutionsCount,1767719115479000000,1767719175490000000,102
FlushQueue.tasksExecuted,1767719115479000000,1767719175490000000,2252
AWTEventQueue.dispatchTime90PNs,1767719115479000000,1767719175490000000,2670591
FlushQueue.executionTime90PNs,1767719115479000000,1767719175490000000,509951
FlushQueue.executionTimeMaxNs,1767719115479000000,1767719175490000000,270532607
NonBlockingReadAction.failedExecutionTimeUs,1767719115479000000,1767719175490000000,9438
NonBlockingReadAction.finalizedExecutionTimeUs,1767719115479000000,1767719175490000000,1246682
AWTEventQueue.dispatchTimeAvgNs,1767719115479000000,1767719175490000000,2258885.4448669204
FlushQueue.executionTimeAvgNs,1767719115479000000,1767719175490000000,1374283.9387211367
NonBlockingReadAction.failedExecutionsCount,1767719115479000000,1767719175490000000,1
FileNameCache.totalMisses,1767719115479000000,1767719175490000000,83685
FileNameCache.queries,1767719115479000000,1767719175490000000,1000398
jps.global.get.library.by.name.ms,1767719115479000000,1767719175490000000,0
workspaceModel.mutableEntityStorage.entities.ms,1767719115479000000,1767719175490000000,0
jps.library.entities.serializer.load.entities.ms,1767719115479000000,1767719175490000000,21
workspaceModel.global.updates.ms,1767719115479000000,1767719175490000000,0
workspaceModel.moduleManagerBridge.load.all.modules.ms,1767719115479000000,1767719175490000000,58
workspaceModel.moduleManagerBridge.get.modules.ms,1767719115479000000,1767719175490000000,0
jps.save.changed.project.entities.ms,1767719115479000000,1767719175490000000,0
workspaceModel.mutableEntityStorage.mutable.vfurl.index.ms,1767719115479000000,1767719175490000000,1
jps.global.handle.before.change.events.ms,1767719115479000000,1767719175490000000,0
jps.global.initialize.library.bridges.after.loading.ms,1767719115479000000,1767719175490000000,0
jps.library.entities.serializer.save.entities.ms,1767719115479000000,1767719175490000000,0
jps.global.handle.changed.events.ms,1767719115479000000,1767719175490000000,0
jps.artifact.entities.serializer.save.entities.ms,1767719115479000000,1767719175490000000,0
workspaceModel.mutableEntityStorage.mutable.ext.mapping.ms,1767719115479000000,1767719175490000000,1
jps.apply.loaded.storage.ms,1767719115479000000,1767719175490000000,23
workspaceModel.mutableEntityStorage.put.entity.ms,1767719115479000000,1767719175490000000,10
workspaceModel.save.cache.to.file.ms,1767719115479000000,1767719175490000000,60
jps.load.project.to.empty.storage.ms,1767719115479000000,1767719175490000000,83
jps.facet.change.listener.before.change.events.ms,1767719115479000000,1767719175490000000,0
jps.facet.change.listener.process.change.events.ms,1767719115479000000,1767719175490000000,1
workspaceModel.global.apply.state.to.project.ms,1767719115479000000,1767719175490000000,3
workspaceModel.mutableEntityStorage.collect.changes.ms,1767719115479000000,1767719175490000000,0
jps.module.iml.entities.serializer.load.entities.ms,1767719115479000000,1767719175490000000,21
workspaceModel.moduleBridge.facet.initialization.ms,1767719115479000000,1767719175490000000,0
jps.project.serializers.save.ms,1767719115479000000,1767719175490000000,0
