# OpenTelemetry Metrics report: .csv, 4 fields: 
# <metric name>, <period start, nanoseconds>, <period end, nanoseconds>, <metric value>
# See CsvMetricsExporter for details.
# 
# NAME, PERIOD_START_NANOS, PERIOD_END_NANOS, VALUE
workspaceModel.sync.entities.ms,1767750817589000000,1767750877626000000,0
jps.load.project.to.empty.storage.ms,1767750817589000000,1767750877626000000,84
workspaceModel.moduleManagerBridge.load.all.modules.ms,1767750817589000000,1767750877626000000,74
jps.apply.loaded.storage.ms,1767750817589000000,1767750877626000000,26
workspaceModel.global.apply.state.to.project.ms,1767750817589000000,1767750877626000000,2
jps.reload.project.entities.ms,1767750817589000000,1767750877626000000,0
workspaceModel.moduleBridge.facet.initialization.ms,1767750817589000000,1767750877626000000,0
jps.artifact.entities.serializer.load.entities.ms,1767750817589000000,1767750877626000000,0
jps.app.storage.content.reader.load.component.ms,1767750817589000000,1767750877626000000,0
workspaceModel.moduleManagerBridge.get.modules.ms,1767750817589000000,1767750877626000000,0
jps.load.initial.state.ms,1767750817589000000,1767750877626000000,5
workspaceModel.global.apply.state.to.project.builder.ms,1767750817589000000,1767750877626000000,0
jps.module.iml.entities.serializer.save.entities.ms,1767750817589000000,1767750877626000000,0
workspaceModel.save.cache.to.file.ms,1767750817589000000,1767750877626000000,79
workspaceModel.moduleManagerBridge.load.module.ms,1767750817589000000,1767750877626000000,0
jps.save.global.entities.ms,1767750817589000000,1767750877626000000,0
jps.facet.change.listener.init.bridge.ms,1767750817589000000,1767750877626000000,0
workspaceModel.moduleManagerBridge.set.unloadedModules.ms,1767750817589000000,1767750877626000000,0
jps.global.handle.before.change.events.ms,1767750817589000000,1767750877626000000,0
workspaceModel.moduleBridge.before.changed.ms,1767750817589000000,1767750877626000000,0
jps.facet.change.listener.process.change.events.ms,1767750817589000000,1767750877626000000,0
workspaceModel.mutableEntityStorage.replace.by.source.ms,1767750817589000000,1767750877626000000,23
workspaceModel.moduleManagerBridge.create.module.instance.ms,1767750817589000000,1767750877626000000,0
workspaceModel.delayed.project.synchronizer.sync.ms,1767750817589000000,1767750877626000000,113
workspaceModel.orphan.listener.update.ms,1767750817589000000,1767750877626000000,2
workspaceModel.mutableEntityStorage.add.diff.ms,1767750817589000000,1767750877626000000,20
workspaceModel.mutableEntityStorage.remove.entity.ms,1767750817589000000,1767750877626000000,0
workspaceModel.mutableEntityStorage.entities.ms,1767750817589000000,1767750877626000000,0
jps.global.initialize.library.bridges.after.loading.ms,1767750817589000000,1767750877626000000,0
jps.library.entities.serializer.load.entities.ms,1767750817589000000,1767750877626000000,25
workspaceModel.mutableEntityStorage.put.entity.ms,1767750817589000000,1767750877626000000,7
jps.module.iml.entities.serializer.load.entities.ms,1767750817589000000,1767750877626000000,21
workspaceModel.mutableEntityStorage.has.same.entities.ms,1767750817589000000,1767750877626000000,0
workspaceModel.mutableEntityStorage.modify.entity.ms,1767750817589000000,1767750877626000000,9
workspaceModel.load.cache.from.file.ms,1767750817589000000,1767750877626000000,463
jps.global.get.library.by.name.ms,1767750817589000000,1767750877626000000,0
workspaceModel.mutableEntityStorage.entities.by.source.ms,1767750817589000000,1767750877626000000,1
jps.facet.change.listener.before.change.events.ms,1767750817589000000,1767750877626000000,1
jps.save.changed.project.entities.ms,1767750817589000000,1767750877626000000,0
jps.storage.jps.conf.reader.load.component.ms,1767750817589000000,1767750877626000000,24
jps.library.entities.serializer.save.entities.ms,1767750817589000000,1767750877626000000,0
workspaceModel.global.updates.ms,1767750817589000000,1767750877626000000,0
workspaceModel.mutableEntityStorage.add.entity.ms,1767750817589000000,1767750877626000000,28
jps.project.serializers.load.ms,1767750817589000000,1767750877626000000,58
workspaceModel.mutableEntityStorage.to.snapshot.ms,1767750817589000000,1767750877626000000,3
workspaceModel.mutableEntityStorage.mutable.ext.mapping.ms,1767750817589000000,1767750877626000000,2
jps.global.get.library.ms,1767750817589000000,1767750877626000000,0
workspaceModel.moduleManagerBridge.build.module.graph.ms,1767750817589000000,1767750877626000000,1
workspaceModel.global.updates.count,1767750817589000000,1767750877626000000,0
workspaceModel.load.cache.metadata.from.file.ms,1767750817589000000,1767750877626000000,88
workspaceModel.moduleManagerBridge.new.nonPersistent.module.ms,1767750817589000000,1767750877626000000,0
workspaceModel.moduleManagerBridge.newModule.ms,1767750817589000000,1767750877626000000,0
workspaceModel.moduleBridgeLoader.loading.modules.ms,1767750817589000000,1767750877626000000,568
