# OpenTelemetry Metrics report: .csv, 4 fields: 
# <metric name>, <period start, nanoseconds>, <period end, nanoseconds>, <metric value>
# See CsvMetricsExporter for details.
# 
# NAME, PERIOD_START_NANOS, PERIOD_END_NANOS, VALUE
workspaceModel.pre.handlers.ms,1767750368158000000,1767750429371000000,1
workspaceModel.updates.precise.ms,1767750368158000000,1767750429371000000,35
workspaceModel.loading.total.ms,1767750368158000000,1767750429371000000,444
workspaceModel.replace.project.model.ms,1767750368158000000,1767750429371000000,0
workspaceModel.loading.from.cache.ms,1767750368158000000,1767750429371000000,423
workspaceModel.updates.ms,1767750368158000000,1767750429371000000,69
workspaceModel.to.snapshot.ms,1767750368158000000,1767750429371000000,0
workspaceModel.init.bridges.ms,1767750368158000000,1767750429371000000,9
workspaceModel.initializing.ms,1767750368158000000,1767750429371000000,9
workspaceModel.collect.changes.ms,1767750368158000000,1767750429371000000,0
workspaceModel.updates.count,1767750368158000000,1767750429371000000,5
workspaceModel.update.unloaded.entities.ms,1767750368158000000,1767750429371000000,0
workspaceModel.check.recursive.update.ms,1767750368158000000,1767750429371000000,1
Indexes.stubs.lookupDurationAvgMs,1767750368158000000,1767750429371000000,0.5898778359511344
IndexesFlusher.totalFlushingTimeUs,1767750368158000000,1767750429371000000,304843
Indexes.stubs.lookupDurationMaxMs,1767750368158000000,1767750429371000000,213.0
Indexes.allKeys.lookupDurationAvgMs,1767750368158000000,1767750429371000000,0.0
Indexes.allKeys.lookupDuration90PMs,1767750368158000000,1767750429371000000,0.0
IndexesFlusher.totalFlushesRetried,1767750368158000000,1767750429371000000,0
IndexesFlusher.totalContentionQuotaSpent,1767750368158000000,1767750429371000000,0
Indexes.allKeys.lookupDurationMaxMs,1767750368158000000,1767750429371000000,0.0
IndexesFlusher.totalFlushes,1767750368158000000,1767750429371000000,58
Indexes.stubs.lookupDuration90PMs,1767750368158000000,1767750429371000000,1.0
Indexes.stubs.lookups,1767750368158000000,1767750429371000000,1719.0
Indexes.entries.lookupDurationMaxMs,1767750368158000000,1767750429371000000,21.0
Indexes.allKeys.lookups,1767750368158000000,1767750429371000000,0.0
Indexes.entries.lookups,1767750368158000000,1767750429371000000,216.0
Indexes.entries.lookupDurationAvgMs,1767750368158000000,1767750429371000000,0.7546296296296297
Indexes.entries.lookupDuration90PMs,1767750368158000000,1767750429371000000,2.0
FileNameCache.queries,1767750368158000000,1767750429371000000,1049344
FileNameCache.totalMisses,1767750368158000000,1767750429371000000,84104
FlushQueue.executionTimeMaxNs,1767750368158000000,1767750429371000000,620756991
FlushQueue.waitingTime90PNs,1767750368158000000,1767750429371000000,89653247
ReadAction.executionsCount,1767750368158000000,1767750429371000000,362859
AWTEventQueue.dispatchTimeMaxNs,1767750368158000000,1767750429371000000,620756991
AWTEventQueue.dispatchTime90PNs,1767750368158000000,1767750429371000000,700415
NonBlockingReadAction.failedExecutionsCount,1767750368158000000,1767750429371000000,9
NonBlockingReadAction.finalizedExecutionsCount,1767750368158000000,1767750429371000000,1085
FlushQueue.waitingTimeAvgNs,1767750368158000000,1767750429371000000,5.273669982715105E7
FlushQueue.executionTime90PNs,1767750368158000000,1767750429371000000,261119
NonBlockingReadAction.failedExecutionTimeUs,1767750368158000000,1767750429371000000,242477
FlushQueue.queueSizeMax,1767750368158000000,1767750429371000000,158
FlushQueue.tasksExecuted,1767750368158000000,1767750429371000000,5230
FlushQueue.waitingTimeMaxNs,1767750368158000000,1767750429371000000,1560281087
AWTEventQueue.dispatchTimeTotalNS,1767750368158000000,1767750429371000000,10147876858
FlushQueue.queueSize90P,1767750368158000000,1767750429371000000,41
FlushQueue.executionTimeAvgNs,1767750368158000000,1767750429371000000,831331.2923518164
AWTEventQueue.eventsDispatched,1767750368158000000,1767750429371000000,11923
FlushQueue.queueSizeAvg,1767750368158000000,1767750429371000000,14.4131931166348
NonBlockingReadAction.finalizedExecutionTimeUs,1767750368158000000,1767750429371000000,512673
AWTEventQueue.dispatchTimeAvgNs,1767750368158000000,1767750429371000000,850912.0238195085
WriteAction.executionsCount,1767750368158000000,1767750429371000000,64
workspaceModel.mutableEntityStorage.add.entity.ms,1767750368158000000,1767750429371000000,22
workspaceModel.moduleManagerBridge.load.module.ms,1767750368158000000,1767750429371000000,0
jps.module.iml.entities.serializer.save.entities.ms,1767750368158000000,1767750429371000000,0
jps.reload.project.entities.ms,1767750368158000000,1767750429371000000,0
workspaceModel.moduleManagerBridge.create.module.instance.ms,1767750368158000000,1767750429371000000,0
jps.storage.jps.conf.reader.load.component.ms,1767750368158000000,1767750429371000000,25
workspaceModel.moduleManagerBridge.new.nonPersistent.module.ms,1767750368158000000,1767750429371000000,0
workspaceModel.mutableEntityStorage.resolve.ms,1767750368158000000,1767750429371000000,0
workspaceModel.load.cache.from.file.ms,1767750368158000000,1767750429371000000,420
workspaceModel.mutableEntityStorage.has.same.entities.ms,1767750368158000000,1767750429371000000,0
workspaceModel.mutableEntityStorage.mutable.vfurl.index.ms,1767750368158000000,1767750429371000000,0
workspaceModel.moduleBridge.update.option.ms,1767750368158000000,1767750429371000000,0
workspaceModel.moduleBridge.facet.initialization.ms,1767750368158000000,1767750429371000000,1
jps.apply.loaded.storage.ms,1767750368158000000,1767750429371000000,28
jps.app.storage.content.reader.load.component.ms,1767750368158000000,1767750429371000000,0
workspaceModel.mutableEntityStorage.modify.entity.ms,1767750368158000000,1767750429371000000,11
jps.global.get.library.ms,1767750368158000000,1767750429371000000,0
jps.facet.change.listener.init.bridge.ms,1767750368158000000,1767750429371000000,0
jps.facet.change.listener.before.change.events.ms,1767750368158000000,1767750429371000000,0
jps.load.project.to.empty.storage.ms,1767750368158000000,1767750429371000000,90
workspaceModel.mutableEntityStorage.referrers.ms,1767750368158000000,1767750429371000000,0
workspaceModel.sync.entities.ms,1767750368158000000,1767750429371000000,0
