# OpenTelemetry Metrics report: .csv, 4 fields: 
# <metric name>, <period start, nanoseconds>, <period end, nanoseconds>, <metric value>
# See CsvMetricsExporter for details.
# 
# NAME, PERIOD_START_NANOS, PERIOD_END_NANOS, VALUE
JVM.threadCount,1767720649483000000,1767720709494000000,114
JVM.GC.collections,1767720649483000000,1767720709494000000,24
JVM.maxHeapBytes,1767720649483000000,1767720709494000000,2147483648
JVM.usedHeapBytes,1767720649483000000,1767720709494000000,493130752
JVM.totalCpuTimeMs,1767720649483000000,1767720709494000000,45233
JVM.usedNativeBytes,1767720649483000000,1767720709494000000,389466536
JVM.GC.collectionTimesMs,1767720649483000000,1767720709494000000,236
JVM.totalBytesAllocated,1767720649483000000,1767720709494000000,2084878928
OS.loadAverage,1767720649483000000,1767720709494000000,4.169921875
JVM.maxNativeBytes,1767720649483000000,1767720709494000000,-1
Indexes.entries.lookupDuration90PMs,1767720649483000000,1767720709494000000,3.0
Indexes.entries.lookupDurationMaxMs,1767720649483000000,1767720709494000000,14.0
Indexes.stubs.lookups,1767720649483000000,1767720709494000000,461.0
Indexes.entries.lookupDurationAvgMs,1767720649483000000,1767720709494000000,0.9027777777777778
Indexes.entries.lookups,1767720649483000000,1767720709494000000,72.0
Indexes.allKeys.lookups,1767720649483000000,1767720709494000000,0.0
Indexes.allKeys.lookupDurationAvgMs,1767720649483000000,1767720709494000000,0.0
IndexesFlusher.totalFlushesRetried,1767720649483000000,1767720709494000000,0
IndexesFlusher.totalContentionQuotaSpent,1767720649483000000,1767720709494000000,0
Indexes.stubs.lookupDuration90PMs,1767720649483000000,1767720709494000000,1.0
Indexes.allKeys.lookupDuration90PMs,1767720649483000000,1767720709494000000,0.0
Indexes.allKeys.lookupDurationMaxMs,1767720649483000000,1767720709494000000,0.0
IndexesFlusher.totalFlushes,1767720649483000000,1767720709494000000,30
Indexes.stubs.lookupDurationAvgMs,1767720649483000000,1767720709494000000,0.6203904555314533
IndexesFlusher.totalFlushingTimeUs,1767720649483000000,1767720709494000000,406010
Indexes.stubs.lookupDurationMaxMs,1767720649483000000,1767720709494000000,48.0
workspaceModel.loading.total.ms,1767720649483000000,1767720709494000000,324
workspaceModel.pre.handlers.ms,1767720649483000000,1767720709494000000,1
workspaceModel.replace.project.model.ms,1767720649483000000,1767720709494000000,0
workspaceModel.collect.changes.ms,1767720649483000000,1767720709494000000,0
workspaceModel.updates.precise.ms,1767720649483000000,1767720709494000000,40
workspaceModel.to.snapshot.ms,1767720649483000000,1767720709494000000,1
workspaceModel.update.unloaded.entities.ms,1767720649483000000,1767720709494000000,0
workspaceModel.initializing.ms,1767720649483000000,1767720709494000000,30
workspaceModel.loading.from.cache.ms,1767720649483000000,1767720709494000000,306
workspaceModel.init.bridges.ms,1767720649483000000,1767720709494000000,30
workspaceModel.updates.count,1767720649483000000,1767720709494000000,5
workspaceModel.updates.ms,1767720649483000000,1767720709494000000,163
workspaceModel.check.recursive.update.ms,1767720649483000000,1767720709494000000,0
FilePageCacheLockFree.totalPagesAllocated,1767720649483000000,1767720709494000000,7
MappedFileStorage.totalTimeSpentOnMappingUs,1767720649483000000,1767720709494000000,687
FilePageCacheLockFree.housekeeperTurnsDone,1767720649483000000,1767720709494000000,61
FilePageCache.maxCacheSizeInBytes,1767720649483000000,1767720709494000000,278937600
FilePageCacheLockFree.totalBytesRequested,1767720649483000000,1767720709494000000,393216
FilePageCacheLockFree.heapBytesInUse,1767720649483000000,1767720709494000000,0
StorageLockContext.competingThreads.90P,1767720649483000000,1767720709494000000,0
FilePageCache.capacityInBytes,1767720649483000000,1767720709494000000,503316478
FilePageCache.disposedBuffers,1767720649483000000,1767720709494000000,22
MappedFileStorage.totalBytesMapped,1767720649483000000,1767720709494000000,115343360
FilePageCacheLockFree.totalClosedStoragesReclaimed,1767720649483000000,1767720709494000000,0
FilePageCacheLockFree.totalPageAllocationsWaited,1767720649483000000,1767720709494000000,0
DirectByteBufferAllocator.totalSizeOfBuffersAllocatedInBytes,1767720649483000000,1767720709494000000,278994944
FilePageCache.pageLoadsAboveSizeThreshold,1767720649483000000,1767720709494000000,0
DirectByteBufferAllocator.totalSizeOfBuffersCachedInBytes,1767720649483000000,1767720709494000000,0
FilePageCacheLockFree.totalNativeBytesAllocated,1767720649483000000,1767720709494000000,57344
StorageLockContext.competingThreads.avg,1767720649483000000,1767720709494000000,0.06779661016949153
FilePageCacheLockFree.totalPagesWriteMs,1767720649483000000,1767720709494000000,0
FilePageCacheLockFree.totalPagesRequestsMs,1767720649483000000,1767720709494000000,14
FilePageCacheLockFree.nativeBytesInUse,1767720649483000000,1767720709494000000,57344
FilePageCache.uncachedFileAccess,1767720649483000000,1767720709494000000,187
FilePageCache.totalPageDisposalsUs,1767720649483000000,1767720709494000000,2228
StorageLockContext.competingThreads.max,1767720649483000000,1767720709494000000,1
FileChannelInterruptsRetryer.totalRetriedAttempts,1767720649483000000,1767720709494000000,0
StreamlinedBlobStorage.totalLiveRecordsCapacityBytes,1767720649483000000,1767720709494000000,5836305
FilePageCache.pageFastCacheHits,1767720649483000000,1767720709494000000,5932
FilePageCacheLockFree.housekeeperTimeSpentMs,1767720649483000000,1767720709494000000,114
StreamlinedBlobStorage.totalLiveRecordsPayloadBytes,1767720649483000000,1767720709494000000,1200777
FilePageCache.totalPageLoadsUs,1767720649483000000,1767720709494000000,193010
StreamlinedBlobStorage.recordsDeleted,1767720649483000000,1767720709494000000,188
FilePageCacheLockFree.totalPagesHandedOver,1767720649483000000,1767720709494000000,0
FilePageCacheLockFree.totalPagesRequested,1767720649483000000,1767720709494000000,48
FilePageCacheLockFree.totalPagesWritten,1767720649483000000,1767720709494000000,0
FilePageCache.maxRegisteredFiles,1767720649483000000,1767720709494000000,599
MappedFileStorage.totalPagesMapped,1767720649483000000,1767720709494000000,10
StreamlinedBlobStorage.recordsRelocated,1767720649483000000,1767720709494000000,0
FilePageCacheLockFree.totalBytesRead,1767720649483000000,1767720709494000000,51040
FilePageCacheLockFree.housekeeperTurnsSkipped,1767720649483000000,1767720709494000000,22356
FilePageCacheLockFree.totalBytesWritten,1767720649483000000,1767720709494000000,0
FilePageCacheLockFree.totalHeapBytesReclaimed,1767720649483000000,1767720709494000000,0
DirectByteBufferAllocator.misses,1767720649483000000,1767720709494000000,275
MappedFileStorage.storages,1767720649483000000,1767720709494000000,10
DirectByteBufferAllocator.disposed,1767720649483000000,1767720709494000000,0
FilePageCacheLockFree.totalNativeBytesReclaimed,1767720649483000000,1767720709494000000,0
FilePageCacheLockFree.totalHeapBytesAllocated,1767720649483000000,1767720709494000000,0
DirectByteBufferAllocator.hits,1767720649483000000,1767720709494000000,22
FilePageCache.pageLoads,1767720649483000000,1767720709494000000,290
DirectByteBufferAllocator.reclaimed,1767720649483000000,1767720709494000000,22
StreamlinedBlobStorage.recordsAllocated,1767720649483000000,1767720709494000000,79925
FilePageCache.pageHits,1767720649483000000,1767720709494000000,2
FilePageCacheLockFree.totalPagesReadMs,1767720649483000000,1767720709494000000,3
FilePageCacheLockFree.totalPagesReclaimed,1767720649483000000,1767720709494000000,0
