# OpenTelemetry Metrics report: .csv, 4 fields: 
# <metric name>, <period start, nanoseconds>, <period end, nanoseconds>, <metric value>
# See CsvMetricsExporter for details.
# 
# NAME, PERIOD_START_NANOS, PERIOD_END_NANOS, VALUE
workspaceModel.loading.from.cache.ms,1767719029536000000,1767719089639000000,452
workspaceModel.replace.project.model.ms,1767719029536000000,1767719089639000000,0
workspaceModel.update.unloaded.entities.ms,1767719029536000000,1767719089639000000,0
workspaceModel.updates.ms,1767719029536000000,1767719089639000000,92
workspaceModel.initializing.ms,1767719029536000000,1767719089639000000,12
workspaceModel.updates.count,1767719029536000000,1767719089639000000,5
workspaceModel.to.snapshot.ms,1767719029536000000,1767719089639000000,1
workspaceModel.pre.handlers.ms,1767719029536000000,1767719089639000000,0
workspaceModel.updates.precise.ms,1767719029536000000,1767719089639000000,51
workspaceModel.init.bridges.ms,1767719029536000000,1767719089639000000,12
workspaceModel.loading.total.ms,1767719029536000000,1767719089639000000,482
workspaceModel.check.recursive.update.ms,1767719029536000000,1767719089639000000,0
workspaceModel.collect.changes.ms,1767719029536000000,1767719089639000000,0
FilePageCacheLockFree.housekeeperTimeSpentMs,1767719029536000000,1767719089639000000,167
FilePageCacheLockFree.totalPagesWritten,1767719029536000000,1767719089639000000,0
StorageLockContext.competingThreads.avg,1767719029536000000,1767719089639000000,0.0
FilePageCacheLockFree.totalBytesRequested,1767719029536000000,1767719089639000000,417792
FilePageCacheLockFree.totalNativeBytesReclaimed,1767719029536000000,1767719089639000000,0
FilePageCache.pageLoadsAboveSizeThreshold,1767719029536000000,1767719089639000000,0
FilePageCacheLockFree.totalBytesWritten,1767719029536000000,1767719089639000000,0
FilePageCacheLockFree.totalPagesWriteMs,1767719029536000000,1767719089639000000,0
FilePageCacheLockFree.totalPagesHandedOver,1767719029536000000,1767719089639000000,0
FilePageCacheLockFree.totalPagesReadMs,1767719029536000000,1767719089639000000,1
StreamlinedBlobStorage.totalLiveRecordsPayloadBytes,1767719029536000000,1767719089639000000,1200777
FilePageCacheLockFree.totalPagesReclaimed,1767719029536000000,1767719089639000000,0
MappedFileStorage.storages,1767719029536000000,1767719089639000000,10
FilePageCache.totalPageDisposalsUs,1767719029536000000,1767719089639000000,1104
DirectByteBufferAllocator.misses,1767719029536000000,1767719089639000000,275
StreamlinedBlobStorage.recordsRelocated,1767719029536000000,1767719089639000000,0
FilePageCache.pageLoads,1767719029536000000,1767719089639000000,291
MappedFileStorage.totalTimeSpentOnMappingUs,1767719029536000000,1767719089639000000,429
StreamlinedBlobStorage.recordsDeleted,1767719029536000000,1767719089639000000,188
FilePageCache.uncachedFileAccess,1767719029536000000,1767719089639000000,188
StorageLockContext.competingThreads.max,1767719029536000000,1767719089639000000,0
FilePageCacheLockFree.totalPagesRequestsMs,1767719029536000000,1767719089639000000,2
FilePageCacheLockFree.totalHeapBytesReclaimed,1767719029536000000,1767719089639000000,0
DirectByteBufferAllocator.reclaimed,1767719029536000000,1767719089639000000,23
FilePageCache.pageHits,1767719029536000000,1767719089639000000,4
FileChannelInterruptsRetryer.totalRetriedAttempts,1767719029536000000,1767719089639000000,0
FilePageCacheLockFree.totalPageAllocationsWaited,1767719029536000000,1767719089639000000,0
StorageLockContext.competingThreads.90P,1767719029536000000,1767719089639000000,0
MappedFileStorage.totalBytesMapped,1767719029536000000,1767719089639000000,115343360
FilePageCacheLockFree.nativeBytesInUse,1767719029536000000,1767719089639000000,57344
FilePageCache.maxCacheSizeInBytes,1767719029536000000,1767719089639000000,278937600
FilePageCacheLockFree.housekeeperTurnsDone,1767719029536000000,1767719089639000000,120
FilePageCache.disposedBuffers,1767719029536000000,1767719089639000000,23
StreamlinedBlobStorage.totalLiveRecordsCapacityBytes,1767719029536000000,1767719089639000000,5836305
FilePageCacheLockFree.totalBytesRead,1767719029536000000,1767719089639000000,51040
FilePageCache.pageFastCacheHits,1767719029536000000,1767719089639000000,6000
FilePageCacheLockFree.totalHeapBytesAllocated,1767719029536000000,1767719089639000000,0
DirectByteBufferAllocator.totalSizeOfBuffersAllocatedInBytes,1767719029536000000,1767719089639000000,278994944
FilePageCacheLockFree.totalPagesRequested,1767719029536000000,1767719089639000000,51
MappedFileStorage.totalPagesMapped,1767719029536000000,1767719089639000000,10
StreamlinedBlobStorage.recordsAllocated,1767719029536000000,1767719089639000000,79925
FilePageCacheLockFree.heapBytesInUse,1767719029536000000,1767719089639000000,0
DirectByteBufferAllocator.totalSizeOfBuffersCachedInBytes,1767719029536000000,1767719089639000000,0
FilePageCache.maxRegisteredFiles,1767719029536000000,1767719089639000000,599
FilePageCacheLockFree.totalPagesAllocated,1767719029536000000,1767719089639000000,7
FilePageCache.capacityInBytes,1767719029536000000,1767719089639000000,503316478
FilePageCacheLockFree.totalNativeBytesAllocated,1767719029536000000,1767719089639000000,57344
FilePageCacheLockFree.totalClosedStoragesReclaimed,1767719029536000000,1767719089639000000,0
DirectByteBufferAllocator.disposed,1767719029536000000,1767719089639000000,0
FilePageCache.totalPageLoadsUs,1767719029536000000,1767719089639000000,211652
FilePageCacheLockFree.housekeeperTurnsSkipped,1767719029536000000,1767719089639000000,46710
DirectByteBufferAllocator.hits,1767719029536000000,1767719089639000000,23
FileNameCache.queries,1767719029536000000,1767719089639000000,1007895
FileNameCache.totalMisses,1767719029536000000,1767719089639000000,83594
jps.module.iml.entities.serializer.save.entities.ms,1767719029536000000,1767719089639000000,0
workspaceModel.global.updates.count,1767719029536000000,1767719089639000000,0
workspaceModel.global.updates.ms,1767719029536000000,1767719089639000000,0
jps.module.iml.entities.serializer.load.entities.ms,1767719029536000000,1767719089639000000,30
workspaceModel.global.apply.state.to.project.ms,1767719029536000000,1767719089639000000,3
workspaceModel.mutableEntityStorage.mutable.vfurl.index.ms,1767719029536000000,1767719089639000000,0
jps.project.serializers.save.ms,1767719029536000000,1767719089639000000,1
jps.global.get.libraries.ms,1767719029536000000,1767719089639000000,0
jps.global.initialize.library.bridges.after.loading.ms,1767719029536000000,1767719089639000000,0
workspaceModel.moduleBridgeLoader.loading.modules.ms,1767719029536000000,1767719089639000000,589
workspaceModel.mutableEntityStorage.add.entity.ms,1767719029536000000,1767719089639000000,34
jps.facet.change.listener.before.change.events.ms,1767719029536000000,1767719089639000000,0
workspaceModel.load.cache.metadata.from.file.ms,1767719029536000000,1767719089639000000,68
jps.storage.jps.conf.reader.load.component.ms,1767719029536000000,1767719089639000000,23
workspaceModel.moduleManagerBridge.set.unloadedModules.ms,1767719029536000000,1767719089639000000,0
jps.apply.loaded.storage.ms,1767719029536000000,1767719089639000000,46
jps.global.get.library.by.name.ms,1767719029536000000,1767719089639000000,0
jps.save.global.entities.ms,1767719029536000000,1767719089639000000,3
jps.artifact.entities.serializer.load.entities.ms,1767719029536000000,1767719089639000000,0
workspaceModel.mutableEntityStorage.remove.entity.ms,1767719029536000000,1767719089639000000,0
jps.app.storage.content.writer.save.component.ms,1767719029536000000,1767719089639000000,0
workspaceModel.moduleManagerBridge.new.nonPersistent.module.ms,1767719029536000000,1767719089639000000,0
jps.project.serializers.load.ms,1767719029536000000,1767719089639000000,92
workspaceModel.load.cache.from.file.ms,1767719029536000000,1767719089639000000,446
workspaceModel.moduleManagerBridge.load.module.ms,1767719029536000000,1767719089639000000,0
jps.load.project.to.empty.storage.ms,1767719029536000000,1767719089639000000,144
workspaceModel.mutableEntityStorage.entities.ms,1767719029536000000,1767719089639000000,0
workspaceModel.moduleBridge.update.option.ms,1767719029536000000,1767719089639000000,0
workspaceModel.mutableEntityStorage.collect.changes.ms,1767719029536000000,1767719089639000000,0
jps.facet.change.listener.process.change.events.ms,1767719029536000000,1767719089639000000,0
workspaceModel.mutableEntityStorage.referrers.ms,1767719029536000000,1767719089639000000,0
workspaceModel.moduleManagerBridge.get.modules.ms,1767719029536000000,1767719089639000000,0
workspaceModel.save.cache.to.file.ms,1767719029536000000,1767719089639000000,49
workspaceModel.moduleManagerBridge.load.all.modules.ms,1767719029536000000,1767719089639000000,57
workspaceModel.moduleBridge.facet.initialization.ms,1767719029536000000,1767719089639000000,1
workspaceModel.global.apply.state.to.project.builder.ms,1767719029536000000,1767719089639000000,0
jps.facet.change.listener.init.bridge.ms,1767719029536000000,1767719089639000000,0
workspaceModel.mutableEntityStorage.entities.by.source.ms,1767719029536000000,1767719089639000000,1
workspaceModel.mutableEntityStorage.to.snapshot.ms,1767719029536000000,1767719089639000000,2
jps.library.entities.serializer.load.entities.ms,1767719029536000000,1767719089639000000,27
workspaceModel.sync.entities.ms,1767719029536000000,1767719089639000000,0
workspaceModel.moduleManagerBridge.newModule.ms,1767719029536000000,1767719089639000000,0
workspaceModel.mutableEntityStorage.mutable.ext.mapping.ms,1767719029536000000,1767719089639000000,1
jps.save.changed.project.entities.ms,1767719029536000000,1767719089639000000,1
workspaceModel.mutableEntityStorage.put.entity.ms,1767719029536000000,1767719089639000000,13
jps.reload.project.entities.ms,1767719029536000000,1767719089639000000,0
jps.global.handle.changed.events.ms,1767719029536000000,1767719089639000000,0
workspaceModel.mutableEntityStorage.resolve.ms,1767719029536000000,1767719089639000000,0
workspaceModel.mutableEntityStorage.add.diff.ms,1767719029536000000,1767719089639000000,45
workspaceModel.orphan.listener.update.ms,1767719029536000000,1767719089639000000,2
workspaceModel.moduleBridge.before.changed.ms,1767719029536000000,1767719089639000000,0
jps.global.handle.before.change.events.ms,1767719029536000000,1767719089639000000,0
workspaceModel.mutableEntityStorage.modify.entity.ms,1767719029536000000,1767719089639000000,22
jps.global.get.library.ms,1767719029536000000,1767719089639000000,0
workspaceModel.mutableEntityStorage.replace.by.source.ms,1767719029536000000,1767719089639000000,41
jps.artifact.entities.serializer.save.entities.ms,1767719029536000000,1767719089639000000,0
jps.app.storage.content.reader.load.component.ms,1767719029536000000,1767719089639000000,1
workspaceModel.moduleManagerBridge.create.module.instance.ms,1767719029536000000,1767719089639000000,0
workspaceModel.mutableEntityStorage.has.same.entities.ms,1767719029536000000,1767719089639000000,0
jps.global.initialize.library.bridges.ms,1767719029536000000,1767719089639000000,11
jps.load.initial.state.ms,1767719029536000000,1767719089639000000,6
jps.library.entities.serializer.save.entities.ms,1767719029536000000,1767719089639000000,0
workspaceModel.moduleManagerBridge.build.module.graph.ms,1767719029536000000,1767719089639000000,3
workspaceModel.delayed.project.synchronizer.sync.ms,1767719029536000000,1767719089639000000,192
FlushQueue.queueSizeAvg,1767719029536000000,1767719089639000000,0.0
FlushQueue.executionTime90PNs,1767719029536000000,1767719089639000000,0
FlushQueue.waitingTime90PNs,1767719029536000000,1767719089639000000,0
FlushQueue.queueSizeMax,1767719029536000000,1767719089639000000,0
FlushQueue.executionTimeAvgNs,1767719029536000000,1767719089639000000,0.0
FlushQueue.tasksExecuted,1767719029536000000,1767719089639000000,0
AWTEventQueue.dispatchTimeTotalNS,1767719029536000000,1767719089639000000,6430333165
AWTEventQueue.eventsDispatched,1767719029536000000,1767719089639000000,0
FlushQueue.waitingTimeMaxNs,1767719029536000000,1767719089639000000,0
ReadAction.executionsCount,1767719029536000000,1767719089639000000,150200
NonBlockingReadAction.finalizedExecutionTimeUs,1767719029536000000,1767719089639000000,861142
AWTEventQueue.dispatchTime90PNs,1767719029536000000,1767719089639000000,0
AWTEventQueue.dispatchTimeMaxNs,1767719029536000000,1767719089639000000,0
AWTEventQueue.dispatchTimeAvgNs,1767719029536000000,1767719089639000000,0.0
NonBlockingReadAction.failedExecutionsCount,1767719029536000000,1767719089639000000,3
WriteAction.executionsCount,1767719029536000000,1767719089639000000,14
FlushQueue.executionTimeMaxNs,1767719029536000000,1767719089639000000,0
NonBlockingReadAction.failedExecutionTimeUs,1767719029536000000,1767719089639000000,231978
FlushQueue.waitingTimeAvgNs,1767719029536000000,1767719089639000000,0.0
NonBlockingReadAction.finalizedExecutionsCount,1767719029536000000,1767719089639000000,161
FlushQueue.queueSize90P,1767719029536000000,1767719089639000000,0
IndexesFlusher.totalFlushesRetried,1767719029536000000,1767719089639000000,0
Indexes.allKeys.lookupDurationMaxMs,1767719029536000000,1767719089639000000,0.0
Indexes.stubs.lookupDuration90PMs,1767719029536000000,1767719089639000000,0.0
Indexes.allKeys.lookupDuration90PMs,1767719029536000000,1767719089639000000,0.0
IndexesFlusher.totalContentionQuotaSpent,1767719029536000000,1767719089639000000,0
Indexes.allKeys.lookupDurationAvgMs,1767719029536000000,1767719089639000000,0.0
IndexesFlusher.totalFlushingTimeUs,1767719029536000000,1767719089639000000,357528
Indexes.entries.lookupDuration90PMs,1767719029536000000,1767719089639000000,0.0
Indexes.entries.lookups,1767719029536000000,1767719089639000000,0.0
Indexes.entries.lookupDurationAvgMs,1767719029536000000,1767719089639000000,0.0
Indexes.stubs.lookups,1767719029536000000,1767719089639000000,0.0
Indexes.entries.lookupDurationMaxMs,1767719029536000000,1767719089639000000,0.0
IndexesFlusher.totalFlushes,1767719029536000000,1767719089639000000,58
Indexes.stubs.lookupDurationMaxMs,1767719029536000000,1767719089639000000,0.0
Indexes.allKeys.lookups,1767719029536000000,1767719089639000000,0.0
Indexes.stubs.lookupDurationAvgMs,1767719029536000000,1767719089639000000,0.0
JVM.totalBytesAllocated,1767719029536000000,1767719089639000000,2119001136
JVM.threadCount,1767719029536000000,1767719089639000000,120
JVM.usedHeapBytes,1767719029536000000,1767719089639000000,467140608
JVM.totalCpuTimeMs,1767719029536000000,1767719089639000000,44211
OS.loadAverage,1767719029536000000,1767719089639000000,4.455078125
JVM.maxHeapBytes,1767719029536000000,1767719089639000000,2147483648
JVM.GC.collectionTimesMs,1767719029536000000,1767719089639000000,144
JVM.GC.collections,1767719029536000000,1767719089639000000,21
JVM.maxNativeBytes,1767719029536000000,1767719089639000000,-1
