# OpenTelemetry Metrics report: .csv, 4 fields: 
# <metric name>, <period start, nanoseconds>, <period end, nanoseconds>, <metric value>
# See CsvMetricsExporter for details.
# 
# NAME, PERIOD_START_NANOS, PERIOD_END_NANOS, VALUE
FileNameCache.totalMisses,1767751766317000000,1767751826346000000,83631
FileNameCache.queries,1767751766317000000,1767751826346000000,1041427
Indexes.allKeys.lookupDuration90PMs,1767751766317000000,1767751826346000000,0.0
Indexes.allKeys.lookups,1767751766317000000,1767751826346000000,0.0
Indexes.entries.lookups,1767751766317000000,1767751826346000000,175.0
Indexes.allKeys.lookupDurationMaxMs,1767751766317000000,1767751826346000000,0.0
IndexesFlusher.totalContentionQuotaSpent,1767751766317000000,1767751826346000000,0
Indexes.entries.lookupDurationMaxMs,1767751766317000000,1767751826346000000,27.0
Indexes.entries.lookupDurationAvgMs,1767751766317000000,1767751826346000000,0.7885714285714286
Indexes.stubs.lookupDurationMaxMs,1767751766317000000,1767751826346000000,155.0
Indexes.stubs.lookups,1767751766317000000,1767751826346000000,977.0
Indexes.stubs.lookupDurationAvgMs,1767751766317000000,1767751826346000000,0.7707267144319345
IndexesFlusher.totalFlushes,1767751766317000000,1767751826346000000,58
IndexesFlusher.totalFlushesRetried,1767751766317000000,1767751826346000000,0
Indexes.stubs.lookupDuration90PMs,1767751766317000000,1767751826346000000,1.0
IndexesFlusher.totalFlushingTimeUs,1767751766317000000,1767751826346000000,259908
Indexes.allKeys.lookupDurationAvgMs,1767751766317000000,1767751826346000000,0.0
Indexes.entries.lookupDuration90PMs,1767751766317000000,1767751826346000000,1.0
workspaceModel.updates.count,1767751766317000000,1767751826346000000,5
workspaceModel.collect.changes.ms,1767751766317000000,1767751826346000000,0
workspaceModel.loading.from.cache.ms,1767751766317000000,1767751826346000000,481
workspaceModel.loading.total.ms,1767751766317000000,1767751826346000000,542
workspaceModel.updates.precise.ms,1767751766317000000,1767751826346000000,33
workspaceModel.updates.ms,1767751766317000000,1767751826346000000,70
workspaceModel.pre.handlers.ms,1767751766317000000,1767751826346000000,0
workspaceModel.replace.project.model.ms,1767751766317000000,1767751826346000000,0
workspaceModel.initializing.ms,1767751766317000000,1767751826346000000,10
workspaceModel.to.snapshot.ms,1767751766317000000,1767751826346000000,2
workspaceModel.init.bridges.ms,1767751766317000000,1767751826346000000,10
workspaceModel.update.unloaded.entities.ms,1767751766317000000,1767751826346000000,0
